download_url,file_name
https://www.gutenberg.org/ebooks/63203.txt.utf-8,Faust_A_Tragedy.txt
https://www.gutenberg.org/ebooks/2527.txt.utf-8,The_Sorrows_of_Young_Werther.txt
https://www.gutenberg.org/ebooks/52654.txt.utf-8,The_Autobiography_of_Goethe.txt
